field_1,xcoord,ycoord,PA,Value
580,559932.1517,1525267.381,outside_bhadra,1
581,559932.1517,1524687.381,outside_bhadra,1
582,559932.1517,1524107.381,outside_bhadra,1
583,559932.1517,1517727.381,outside_bhadra,1
584,559932.1517,1517147.381,outside_bhadra,1
585,559932.1517,1515407.381,outside_bhadra,1
586,559932.1517,1496267.381,outside_bhadra,1
587,559932.1517,1495687.381,outside_bhadra,1
588,559932.1517,1495107.381,outside_bhadra,1
589,559932.1517,1487567.381,outside_bhadra,1
590,559932.1517,1486987.381,outside_bhadra,1
591,559932.1517,1486407.381,outside_bhadra,1
592,559932.1517,1485827.381,outside_bhadra,1
593,559932.1517,1484087.381,outside_bhadra,1
594,559932.1517,1483507.381,outside_bhadra,1
595,559932.1517,1478287.381,outside_bhadra,1
596,559932.1517,1477707.381,outside_bhadra,1
597,559932.1517,1476547.381,outside_bhadra,1
598,560512.1517,1528167.381,outside_bhadra,1
599,560512.1517,1527587.381,outside_bhadra,1
600,560512.1517,1527007.381,outside_bhadra,1
601,560512.1517,1526427.381,outside_bhadra,1
602,560512.1517,1525847.381,outside_bhadra,1
603,560512.1517,1524687.381,outside_bhadra,1
604,560512.1517,1524107.381,outside_bhadra,1
605,560512.1517,1518307.381,outside_bhadra,1
606,560512.1517,1517727.381,outside_bhadra,1
607,560512.1517,1517147.381,outside_bhadra,1
608,560512.1517,1496267.381,outside_bhadra,1
609,560512.1517,1495107.381,outside_bhadra,1
610,560512.1517,1486987.381,outside_bhadra,1
611,560512.1517,1486407.381,outside_bhadra,1
612,560512.1517,1484087.381,outside_bhadra,1
613,560512.1517,1483507.381,outside_bhadra,1
614,560512.1517,1480607.381,outside_bhadra,1
615,560512.1517,1480027.381,outside_bhadra,1
616,560512.1517,1479447.381,outside_bhadra,1
617,560512.1517,1478867.381,outside_bhadra,1
618,560512.1517,1476547.381,outside_bhadra,1
619,560512.1517,1475967.381,outside_bhadra,1
620,560512.1517,1475387.381,outside_bhadra,1
621,560512.1517,1470747.381,outside_bhadra,1
622,561092.1517,1528747.381,outside_bhadra,1
623,561092.1517,1528167.381,outside_bhadra,1
624,561092.1517,1527587.381,outside_bhadra,1
625,561092.1517,1527007.381,outside_bhadra,1
626,561092.1517,1526427.381,outside_bhadra,1
627,561092.1517,1525847.381,outside_bhadra,1
628,561092.1517,1525267.381,outside_bhadra,1
629,561092.1517,1524687.381,outside_bhadra,1
630,561092.1517,1518307.381,outside_bhadra,1
631,561092.1517,1517727.381,outside_bhadra,1
632,561092.1517,1496847.381,outside_bhadra,1
633,561092.1517,1495107.381,outside_bhadra,1
634,561092.1517,1487567.381,outside_bhadra,1
635,561092.1517,1486987.381,outside_bhadra,1
636,561092.1517,1480607.381,outside_bhadra,1
637,561092.1517,1480027.381,outside_bhadra,1
638,561092.1517,1479447.381,outside_bhadra,1
639,561092.1517,1476547.381,outside_bhadra,1
640,561092.1517,1475967.381,outside_bhadra,1
641,561092.1517,1475387.381,outside_bhadra,1
642,561092.1517,1470747.381,outside_bhadra,1
643,561092.1517,1470167.381,outside_bhadra,1
644,561672.1517,1528747.381,outside_bhadra,1
645,561672.1517,1528167.381,outside_bhadra,1
646,561672.1517,1527587.381,outside_bhadra,1
647,561672.1517,1527007.381,outside_bhadra,1
648,561672.1517,1526427.381,outside_bhadra,1
649,561672.1517,1524687.381,outside_bhadra,1
650,561672.1517,1510187.381,outside_bhadra,1
651,561672.1517,1495107.381,outside_bhadra,1
652,561672.1517,1488147.381,outside_bhadra,1
653,561672.1517,1480027.381,outside_bhadra,1
654,561672.1517,1479447.381,outside_bhadra,1
655,561672.1517,1478867.381,outside_bhadra,1
656,561672.1517,1477127.381,outside_bhadra,1
657,561672.1517,1476547.381,outside_bhadra,1
658,561672.1517,1475967.381,outside_bhadra,1
659,561672.1517,1470747.381,outside_bhadra,1
660,561672.1517,1470167.381,outside_bhadra,1
661,562252.1517,1529327.381,outside_bhadra,1
662,562252.1517,1528747.381,outside_bhadra,1
663,562252.1517,1528167.381,outside_bhadra,1
664,562252.1517,1527587.381,outside_bhadra,1
665,562252.1517,1527007.381,outside_bhadra,1
666,562252.1517,1526427.381,outside_bhadra,1
667,562252.1517,1525847.381,outside_bhadra,1
668,562252.1517,1524687.381,outside_bhadra,1
669,562252.1517,1524107.381,outside_bhadra,1
670,562252.1517,1488727.381,outside_bhadra,1
671,562252.1517,1488147.381,outside_bhadra,1
672,562252.1517,1487567.381,outside_bhadra,1
673,562252.1517,1486407.381,outside_bhadra,1
674,562252.1517,1480607.381,outside_bhadra,1
675,562252.1517,1480027.381,outside_bhadra,1
676,562252.1517,1479447.381,outside_bhadra,1
677,562252.1517,1478867.381,outside_bhadra,1
678,562252.1517,1477707.381,outside_bhadra,1
679,562252.1517,1477127.381,outside_bhadra,1
680,562252.1517,1476547.381,outside_bhadra,1
681,562252.1517,1475967.381,outside_bhadra,1
682,562252.1517,1471327.381,outside_bhadra,1
683,562252.1517,1470747.381,outside_bhadra,1
684,562252.1517,1470167.381,outside_bhadra,1
685,562832.1517,1529327.381,outside_bhadra,1
686,562832.1517,1528747.381,outside_bhadra,1
687,562832.1517,1528167.381,outside_bhadra,1
688,562832.1517,1527587.381,outside_bhadra,1
689,562832.1517,1527007.381,outside_bhadra,1
690,562832.1517,1526427.381,outside_bhadra,1
691,562832.1517,1525847.381,outside_bhadra,1
692,562832.1517,1525267.381,outside_bhadra,1
693,562832.1517,1524687.381,outside_bhadra,1
694,562832.1517,1524107.381,outside_bhadra,1
695,562832.1517,1523527.381,outside_bhadra,1
696,562832.1517,1522947.381,outside_bhadra,1
697,562832.1517,1511347.381,outside_bhadra,1
698,562832.1517,1498587.381,outside_bhadra,1
699,562832.1517,1489307.381,outside_bhadra,1
700,562832.1517,1488727.381,outside_bhadra,1
701,562832.1517,1488147.381,outside_bhadra,1
702,562832.1517,1487567.381,outside_bhadra,1
703,562832.1517,1486987.381,outside_bhadra,1
704,562832.1517,1481187.381,outside_bhadra,1
705,562832.1517,1480607.381,outside_bhadra,1
706,562832.1517,1480027.381,outside_bhadra,1
707,562832.1517,1477707.381,outside_bhadra,1
708,562832.1517,1477127.381,outside_bhadra,1
709,562832.1517,1476547.381,outside_bhadra,1
710,562832.1517,1475967.381,outside_bhadra,1
711,562832.1517,1470747.381,outside_bhadra,1
712,563412.1517,1529327.381,outside_bhadra,1
713,563412.1517,1528747.381,outside_bhadra,1
714,563412.1517,1528167.381,outside_bhadra,1
715,563412.1517,1527587.381,outside_bhadra,1
716,563412.1517,1525847.381,outside_bhadra,1
717,563412.1517,1525267.381,outside_bhadra,1
718,563412.1517,1524687.381,outside_bhadra,1
719,563412.1517,1524107.381,outside_bhadra,1
720,563412.1517,1523527.381,outside_bhadra,1
721,563412.1517,1522947.381,outside_bhadra,1
722,563412.1517,1511347.381,outside_bhadra,1
723,563412.1517,1499167.381,outside_bhadra,1
724,563412.1517,1489887.381,outside_bhadra,1
725,563412.1517,1489307.381,outside_bhadra,1
726,563412.1517,1488727.381,outside_bhadra,1
727,563412.1517,1488147.381,outside_bhadra,1
728,563412.1517,1487567.381,outside_bhadra,1
729,563412.1517,1486987.381,outside_bhadra,1
730,563412.1517,1486407.381,outside_bhadra,1
731,563412.1517,1482347.381,outside_bhadra,1
732,563412.1517,1479447.381,outside_bhadra,1
733,563412.1517,1478867.381,outside_bhadra,1
734,563412.1517,1478287.381,outside_bhadra,1
735,563412.1517,1477707.381,outside_bhadra,1
736,563412.1517,1477127.381,outside_bhadra,1
737,563412.1517,1476547.381,outside_bhadra,1
738,563412.1517,1475967.381,outside_bhadra,1
739,563992.1517,1529327.381,outside_bhadra,1
740,563992.1517,1528747.381,outside_bhadra,1
741,563992.1517,1528167.381,outside_bhadra,1
742,563992.1517,1526427.381,outside_bhadra,1
743,563992.1517,1525847.381,outside_bhadra,1
744,563992.1517,1525267.381,outside_bhadra,1
745,563992.1517,1524687.381,outside_bhadra,1
746,563992.1517,1524107.381,outside_bhadra,1
747,563992.1517,1523527.381,outside_bhadra,1
748,563992.1517,1522947.381,outside_bhadra,1
749,563992.1517,1495107.381,outside_bhadra,1
750,563992.1517,1489887.381,outside_bhadra,1
751,563992.1517,1489307.381,outside_bhadra,1
752,563992.1517,1488727.381,outside_bhadra,1
753,563992.1517,1488147.381,outside_bhadra,1
754,563992.1517,1487567.381,outside_bhadra,1
755,563992.1517,1486987.381,outside_bhadra,1
756,563992.1517,1486407.381,outside_bhadra,1
757,563992.1517,1485827.381,outside_bhadra,1
758,563992.1517,1485247.381,outside_bhadra,1
759,563992.1517,1483507.381,outside_bhadra,1
760,563992.1517,1481187.381,outside_bhadra,1
761,563992.1517,1480607.381,outside_bhadra,1
762,563992.1517,1480027.381,outside_bhadra,1
763,563992.1517,1479447.381,outside_bhadra,1
764,563992.1517,1478867.381,outside_bhadra,1
765,563992.1517,1478287.381,outside_bhadra,1
766,563992.1517,1477707.381,outside_bhadra,1
767,563992.1517,1477127.381,outside_bhadra,1
768,563992.1517,1476547.381,outside_bhadra,1
769,563992.1517,1472487.381,outside_bhadra,1
770,564572.1517,1529327.381,outside_bhadra,1
771,564572.1517,1527587.381,outside_bhadra,1
772,564572.1517,1527007.381,outside_bhadra,1
773,564572.1517,1526427.381,outside_bhadra,1
774,564572.1517,1525847.381,outside_bhadra,1
775,564572.1517,1525267.381,outside_bhadra,1
776,564572.1517,1524687.381,outside_bhadra,1
777,564572.1517,1524107.381,outside_bhadra,1
778,564572.1517,1523527.381,outside_bhadra,1
779,564572.1517,1522947.381,outside_bhadra,1
780,564572.1517,1496267.381,outside_bhadra,1
781,564572.1517,1495687.381,outside_bhadra,1
782,564572.1517,1489887.381,outside_bhadra,1
783,564572.1517,1489307.381,outside_bhadra,1
784,564572.1517,1488727.381,outside_bhadra,1
785,564572.1517,1488147.381,outside_bhadra,1
786,564572.1517,1487567.381,outside_bhadra,1
787,564572.1517,1486987.381,outside_bhadra,1
788,564572.1517,1486407.381,outside_bhadra,1
789,564572.1517,1485827.381,outside_bhadra,1
790,564572.1517,1485247.381,outside_bhadra,1
791,564572.1517,1484667.381,outside_bhadra,1
792,564572.1517,1483507.381,outside_bhadra,1
793,564572.1517,1482927.381,outside_bhadra,1
794,564572.1517,1482347.381,outside_bhadra,1
795,564572.1517,1481767.381,outside_bhadra,1
796,564572.1517,1481187.381,outside_bhadra,1
797,564572.1517,1480027.381,outside_bhadra,1
798,564572.1517,1479447.381,outside_bhadra,1
799,564572.1517,1478867.381,outside_bhadra,1
800,564572.1517,1478287.381,outside_bhadra,1
801,564572.1517,1477707.381,outside_bhadra,1
802,564572.1517,1477127.381,outside_bhadra,1
803,564572.1517,1476547.381,outside_bhadra,1
804,564572.1517,1475967.381,outside_bhadra,1
805,564572.1517,1474807.381,outside_bhadra,1
806,564572.1517,1474227.381,outside_bhadra,1
807,564572.1517,1473647.381,outside_bhadra,1
808,564572.1517,1473067.381,outside_bhadra,1
809,564572.1517,1472487.381,outside_bhadra,1
810,565152.1517,1529327.381,outside_bhadra,1
811,565152.1517,1527587.381,outside_bhadra,1
812,565152.1517,1527007.381,outside_bhadra,1
813,565152.1517,1526427.381,outside_bhadra,1
814,565152.1517,1525847.381,outside_bhadra,1
815,565152.1517,1525267.381,outside_bhadra,1
816,565152.1517,1524687.381,outside_bhadra,1
817,565152.1517,1524107.381,outside_bhadra,1
818,565152.1517,1523527.381,outside_bhadra,1
819,565152.1517,1522947.381,outside_bhadra,1
820,565152.1517,1497427.381,outside_bhadra,1
821,565152.1517,1496847.381,outside_bhadra,1
822,565152.1517,1496267.381,outside_bhadra,1
823,565152.1517,1487567.381,outside_bhadra,1
824,565152.1517,1485247.381,outside_bhadra,1
825,565152.1517,1484667.381,outside_bhadra,1
826,565152.1517,1484087.381,outside_bhadra,1
827,565152.1517,1483507.381,outside_bhadra,1
828,565152.1517,1482927.381,outside_bhadra,1
829,565152.1517,1482347.381,outside_bhadra,1
830,565152.1517,1481767.381,outside_bhadra,1
831,565152.1517,1481187.381,outside_bhadra,1
832,565152.1517,1480607.381,outside_bhadra,1
833,565152.1517,1480027.381,outside_bhadra,1
834,565152.1517,1479447.381,outside_bhadra,1
835,565152.1517,1478867.381,outside_bhadra,1
836,565152.1517,1478287.381,outside_bhadra,1
837,565152.1517,1477707.381,outside_bhadra,1
838,565152.1517,1477127.381,outside_bhadra,1
839,565152.1517,1476547.381,outside_bhadra,1
840,565152.1517,1475967.381,outside_bhadra,1
841,565152.1517,1475387.381,outside_bhadra,1
842,565152.1517,1474807.381,outside_bhadra,1
843,565152.1517,1474227.381,outside_bhadra,1
844,565152.1517,1473647.381,outside_bhadra,1
845,565152.1517,1473067.381,outside_bhadra,1
846,565152.1517,1472487.381,outside_bhadra,1
847,565732.1517,1529327.381,outside_bhadra,1
848,565732.1517,1528747.381,outside_bhadra,1
849,565732.1517,1528167.381,outside_bhadra,1
850,565732.1517,1527587.381,outside_bhadra,1
851,565732.1517,1527007.381,outside_bhadra,1
852,565732.1517,1526427.381,outside_bhadra,1
853,565732.1517,1525847.381,outside_bhadra,1
854,565732.1517,1525267.381,outside_bhadra,1
855,565732.1517,1524687.381,outside_bhadra,1
856,565732.1517,1524107.381,outside_bhadra,1
857,565732.1517,1523527.381,outside_bhadra,1
858,565732.1517,1522947.381,outside_bhadra,1
859,565732.1517,1522367.381,outside_bhadra,1
860,565732.1517,1498587.381,outside_bhadra,1
861,565732.1517,1498007.381,outside_bhadra,1
862,565732.1517,1497427.381,outside_bhadra,1
863,565732.1517,1496847.381,outside_bhadra,1
864,565732.1517,1496267.381,outside_bhadra,1
865,565732.1517,1495687.381,outside_bhadra,1
866,565732.1517,1487567.381,outside_bhadra,1
867,565732.1517,1486407.381,outside_bhadra,1
868,565732.1517,1485827.381,outside_bhadra,1
869,565732.1517,1485247.381,outside_bhadra,1
870,565732.1517,1484667.381,outside_bhadra,1
871,565732.1517,1484087.381,outside_bhadra,1
872,565732.1517,1483507.381,outside_bhadra,1
873,565732.1517,1482347.381,outside_bhadra,1
874,565732.1517,1481187.381,outside_bhadra,1
875,565732.1517,1480607.381,outside_bhadra,1
876,565732.1517,1480027.381,outside_bhadra,1
877,565732.1517,1479447.381,outside_bhadra,1
878,565732.1517,1478867.381,outside_bhadra,1
879,565732.1517,1478287.381,outside_bhadra,1
880,565732.1517,1477707.381,outside_bhadra,1
881,565732.1517,1477127.381,outside_bhadra,1
882,565732.1517,1476547.381,outside_bhadra,1
883,565732.1517,1475967.381,outside_bhadra,1
884,565732.1517,1475387.381,outside_bhadra,1
885,565732.1517,1474807.381,outside_bhadra,1
886,565732.1517,1474227.381,outside_bhadra,1
887,565732.1517,1473647.381,outside_bhadra,1
888,565732.1517,1473067.381,outside_bhadra,1
889,565732.1517,1472487.381,outside_bhadra,1
890,565732.1517,1471907.381,outside_bhadra,1
891,566312.1517,1528747.381,outside_bhadra,1
892,566312.1517,1528167.381,outside_bhadra,1
893,566312.1517,1527587.381,outside_bhadra,1
894,566312.1517,1527007.381,outside_bhadra,1
895,566312.1517,1526427.381,outside_bhadra,1
896,566312.1517,1525847.381,outside_bhadra,1
897,566312.1517,1525267.381,outside_bhadra,1
898,566312.1517,1524687.381,outside_bhadra,1
899,566312.1517,1524107.381,outside_bhadra,1
900,566312.1517,1523527.381,outside_bhadra,1
901,566312.1517,1522947.381,outside_bhadra,1
902,566312.1517,1522367.381,outside_bhadra,1
903,566312.1517,1499167.381,outside_bhadra,1
904,566312.1517,1498587.381,outside_bhadra,1
905,566312.1517,1498007.381,outside_bhadra,1
906,566312.1517,1497427.381,outside_bhadra,1
907,566312.1517,1496847.381,outside_bhadra,1
908,566312.1517,1496267.381,outside_bhadra,1
909,566312.1517,1486987.381,outside_bhadra,1
910,566312.1517,1486407.381,outside_bhadra,1
911,566312.1517,1485827.381,outside_bhadra,1
912,566312.1517,1485247.381,outside_bhadra,1
913,566312.1517,1484667.381,outside_bhadra,1
914,566312.1517,1484087.381,outside_bhadra,1
915,566312.1517,1483507.381,outside_bhadra,1
916,566312.1517,1482927.381,outside_bhadra,1
917,566312.1517,1481187.381,outside_bhadra,1
918,566312.1517,1480607.381,outside_bhadra,1
919,566312.1517,1480027.381,outside_bhadra,1
920,566312.1517,1479447.381,outside_bhadra,1
921,566312.1517,1478867.381,outside_bhadra,1
922,566312.1517,1478287.381,outside_bhadra,1
923,566312.1517,1477707.381,outside_bhadra,1
924,566312.1517,1477127.381,outside_bhadra,1
925,566312.1517,1476547.381,outside_bhadra,1
926,566312.1517,1475967.381,outside_bhadra,1
927,566312.1517,1475387.381,outside_bhadra,1
928,566312.1517,1474807.381,outside_bhadra,1
929,566312.1517,1474227.381,outside_bhadra,1
930,566312.1517,1473647.381,outside_bhadra,1
931,566312.1517,1473067.381,outside_bhadra,1
932,566312.1517,1472487.381,outside_bhadra,1
933,566312.1517,1471907.381,outside_bhadra,1
934,566892.1517,1528747.381,outside_bhadra,1
935,566892.1517,1528167.381,outside_bhadra,1
936,566892.1517,1527587.381,outside_bhadra,1
937,566892.1517,1527007.381,outside_bhadra,1
938,566892.1517,1526427.381,outside_bhadra,1
939,566892.1517,1525847.381,outside_bhadra,1
940,566892.1517,1525267.381,outside_bhadra,1
941,566892.1517,1524687.381,outside_bhadra,1
942,566892.1517,1524107.381,outside_bhadra,1
943,566892.1517,1499167.381,outside_bhadra,1
944,566892.1517,1498587.381,outside_bhadra,1
945,566892.1517,1498007.381,outside_bhadra,1
946,566892.1517,1497427.381,outside_bhadra,1
947,566892.1517,1485827.381,outside_bhadra,1
948,566892.1517,1485247.381,outside_bhadra,1
949,566892.1517,1484667.381,outside_bhadra,1
950,566892.1517,1484087.381,outside_bhadra,1
951,566892.1517,1483507.381,outside_bhadra,1
952,566892.1517,1482927.381,outside_bhadra,1
953,566892.1517,1482347.381,outside_bhadra,1
954,566892.1517,1481767.381,outside_bhadra,1
955,566892.1517,1481187.381,outside_bhadra,1
956,566892.1517,1480607.381,outside_bhadra,1
957,566892.1517,1480027.381,outside_bhadra,1
958,566892.1517,1479447.381,outside_bhadra,1
959,566892.1517,1478867.381,outside_bhadra,1
960,566892.1517,1478287.381,outside_bhadra,1
961,566892.1517,1477707.381,outside_bhadra,1
962,566892.1517,1477127.381,outside_bhadra,1
963,566892.1517,1476547.381,outside_bhadra,1
964,566892.1517,1475967.381,outside_bhadra,1
965,566892.1517,1475387.381,outside_bhadra,1
966,566892.1517,1474807.381,outside_bhadra,1
967,566892.1517,1474227.381,outside_bhadra,1
968,566892.1517,1473647.381,outside_bhadra,1
969,566892.1517,1473067.381,outside_bhadra,1
970,566892.1517,1472487.381,outside_bhadra,1
971,567472.1517,1529907.381,outside_bhadra,1
972,567472.1517,1529327.381,outside_bhadra,1
973,567472.1517,1528747.381,outside_bhadra,1
974,567472.1517,1527007.381,outside_bhadra,1
975,567472.1517,1526427.381,outside_bhadra,1
976,567472.1517,1525847.381,outside_bhadra,1
977,567472.1517,1525267.381,outside_bhadra,1
978,567472.1517,1524687.381,outside_bhadra,1
979,567472.1517,1524107.381,outside_bhadra,1
980,567472.1517,1499747.381,outside_bhadra,1
981,567472.1517,1499167.381,outside_bhadra,1
982,567472.1517,1498587.381,outside_bhadra,1
983,567472.1517,1498007.381,outside_bhadra,1
984,567472.1517,1497427.381,outside_bhadra,1
985,567472.1517,1485247.381,outside_bhadra,1
986,567472.1517,1484667.381,outside_bhadra,1
987,567472.1517,1484087.381,outside_bhadra,1
988,567472.1517,1483507.381,outside_bhadra,1
989,567472.1517,1482927.381,outside_bhadra,1
990,567472.1517,1482347.381,outside_bhadra,1
991,567472.1517,1481767.381,outside_bhadra,1
992,567472.1517,1481187.381,outside_bhadra,1
993,567472.1517,1480607.381,outside_bhadra,1
994,567472.1517,1480027.381,outside_bhadra,1
995,567472.1517,1479447.381,outside_bhadra,1
996,567472.1517,1478867.381,outside_bhadra,1
997,567472.1517,1478287.381,outside_bhadra,1
998,567472.1517,1477707.381,outside_bhadra,1
999,567472.1517,1477127.381,outside_bhadra,1
1000,567472.1517,1476547.381,outside_bhadra,1
1001,567472.1517,1475967.381,outside_bhadra,1
1002,567472.1517,1475387.381,outside_bhadra,1
1003,567472.1517,1474807.381,outside_bhadra,1
1004,568052.1517,1529907.381,outside_bhadra,1
1005,568052.1517,1529327.381,outside_bhadra,1
1006,568052.1517,1528747.381,outside_bhadra,1
1007,568052.1517,1526427.381,outside_bhadra,1
1008,568052.1517,1525847.381,outside_bhadra,1
1009,568052.1517,1525267.381,outside_bhadra,1
1010,568052.1517,1524687.381,outside_bhadra,1
1011,568052.1517,1524107.381,outside_bhadra,1
1012,568052.1517,1522367.381,outside_bhadra,1
1013,568052.1517,1521787.381,outside_bhadra,1
1014,568052.1517,1521207.381,outside_bhadra,1
1015,568052.1517,1500327.381,outside_bhadra,1
1016,568052.1517,1499747.381,outside_bhadra,1
1017,568052.1517,1499167.381,outside_bhadra,1
1018,568052.1517,1498587.381,outside_bhadra,1
1019,568052.1517,1498007.381,outside_bhadra,1
1020,568052.1517,1497427.381,outside_bhadra,1
1021,568052.1517,1484087.381,outside_bhadra,1
1022,568052.1517,1483507.381,outside_bhadra,1
1023,568052.1517,1482927.381,outside_bhadra,1
1024,568052.1517,1482347.381,outside_bhadra,1
1025,568052.1517,1481767.381,outside_bhadra,1
1026,568052.1517,1481187.381,outside_bhadra,1
1027,568052.1517,1480607.381,outside_bhadra,1
1028,568052.1517,1480027.381,outside_bhadra,1
1029,568052.1517,1479447.381,outside_bhadra,1
1030,568052.1517,1478867.381,outside_bhadra,1
1031,568052.1517,1478287.381,outside_bhadra,1
1032,568052.1517,1477707.381,outside_bhadra,1
1033,568052.1517,1477127.381,outside_bhadra,1
1034,568632.1517,1529327.381,outside_bhadra,1
1035,568632.1517,1528747.381,outside_bhadra,1
1036,568632.1517,1528167.381,outside_bhadra,1
1037,568632.1517,1526427.381,outside_bhadra,1
1038,568632.1517,1525847.381,outside_bhadra,1
1039,568632.1517,1525267.381,outside_bhadra,1
1040,568632.1517,1524687.381,outside_bhadra,1
1041,568632.1517,1522367.381,outside_bhadra,1
1042,568632.1517,1500327.381,outside_bhadra,1
1043,568632.1517,1499747.381,outside_bhadra,1
1044,568632.1517,1499167.381,outside_bhadra,1
1045,568632.1517,1498587.381,outside_bhadra,1
1046,568632.1517,1498007.381,outside_bhadra,1
1047,568632.1517,1484667.381,outside_bhadra,1
1048,568632.1517,1484087.381,outside_bhadra,1
1049,568632.1517,1483507.381,outside_bhadra,1
1050,568632.1517,1482927.381,outside_bhadra,1
1051,568632.1517,1482347.381,outside_bhadra,1
1052,568632.1517,1481767.381,outside_bhadra,1
1053,568632.1517,1481187.381,outside_bhadra,1
1054,568632.1517,1480607.381,outside_bhadra,1
1055,568632.1517,1480027.381,outside_bhadra,1
1056,568632.1517,1479447.381,outside_bhadra,1
1057,568632.1517,1478867.381,outside_bhadra,1
1058,568632.1517,1478287.381,outside_bhadra,1
1059,568632.1517,1477707.381,outside_bhadra,1
1060,568632.1517,1477127.381,outside_bhadra,1
1061,568632.1517,1476547.381,outside_bhadra,1
1062,568632.1517,1475967.381,outside_bhadra,1
1063,569212.1517,1528747.381,outside_bhadra,1
1064,569212.1517,1528167.381,outside_bhadra,1
1065,569212.1517,1527587.381,outside_bhadra,1
1066,569212.1517,1527007.381,outside_bhadra,1
1067,569212.1517,1526427.381,outside_bhadra,1
1068,569212.1517,1525847.381,outside_bhadra,1
1069,569212.1517,1525267.381,outside_bhadra,1
1070,569212.1517,1524687.381,outside_bhadra,1
1071,569212.1517,1524107.381,outside_bhadra,1
1072,569212.1517,1522367.381,outside_bhadra,1
1073,569212.1517,1513667.381,outside_bhadra,1
1074,569212.1517,1513087.381,outside_bhadra,1
1075,569212.1517,1499747.381,outside_bhadra,1
1076,569212.1517,1499167.381,outside_bhadra,1
1077,569212.1517,1498587.381,outside_bhadra,1
1078,569212.1517,1498007.381,outside_bhadra,1
1079,569212.1517,1484667.381,outside_bhadra,1
1080,569212.1517,1484087.381,outside_bhadra,1
1081,569212.1517,1483507.381,outside_bhadra,1
1082,569212.1517,1482927.381,outside_bhadra,1
1083,569212.1517,1482347.381,outside_bhadra,1
1084,569212.1517,1481767.381,outside_bhadra,1
1085,569212.1517,1481187.381,outside_bhadra,1
1086,569212.1517,1480607.381,outside_bhadra,1
1087,569212.1517,1480027.381,outside_bhadra,1
1088,569212.1517,1479447.381,outside_bhadra,1
1089,569212.1517,1478867.381,outside_bhadra,1
1090,569212.1517,1478287.381,outside_bhadra,1
1091,569212.1517,1477707.381,outside_bhadra,1
1092,569212.1517,1476547.381,outside_bhadra,1
1093,569212.1517,1475967.381,outside_bhadra,1
1094,569792.1517,1527587.381,outside_bhadra,1
1095,569792.1517,1527007.381,outside_bhadra,1
1096,569792.1517,1526427.381,outside_bhadra,1
1097,569792.1517,1525847.381,outside_bhadra,1
1098,569792.1517,1525267.381,outside_bhadra,1
1099,569792.1517,1524687.381,outside_bhadra,1
1100,569792.1517,1524107.381,outside_bhadra,1
1101,569792.1517,1523527.381,outside_bhadra,1
1102,569792.1517,1513087.381,outside_bhadra,1
1103,569792.1517,1512507.381,outside_bhadra,1
1104,569792.1517,1511927.381,outside_bhadra,1
1105,569792.1517,1500327.381,outside_bhadra,1
1106,569792.1517,1499747.381,outside_bhadra,1
1107,569792.1517,1499167.381,outside_bhadra,1
1108,569792.1517,1498587.381,outside_bhadra,1
1109,569792.1517,1498007.381,outside_bhadra,1
1110,569792.1517,1481767.381,outside_bhadra,1
1111,569792.1517,1481187.381,outside_bhadra,1
1112,569792.1517,1480607.381,outside_bhadra,1
1113,569792.1517,1480027.381,outside_bhadra,1
1114,569792.1517,1479447.381,outside_bhadra,1
1115,569792.1517,1478867.381,outside_bhadra,1
1116,569792.1517,1476547.381,outside_bhadra,1
1117,569792.1517,1475967.381,outside_bhadra,1
1118,569792.1517,1475387.381,outside_bhadra,1
1119,569792.1517,1473647.381,outside_bhadra,1
1120,570372.1517,1527007.381,outside_bhadra,1
1121,570372.1517,1526427.381,outside_bhadra,1
1122,570372.1517,1525847.381,outside_bhadra,1
1123,570372.1517,1525267.381,outside_bhadra,1
1124,570372.1517,1524687.381,outside_bhadra,1
1125,570372.1517,1513087.381,outside_bhadra,1
1126,570372.1517,1512507.381,outside_bhadra,1
1127,570372.1517,1511927.381,outside_bhadra,1
1128,570372.1517,1511347.381,outside_bhadra,1
1129,570372.1517,1501487.381,outside_bhadra,1
1130,570372.1517,1500907.381,outside_bhadra,1
1131,570372.1517,1500327.381,outside_bhadra,1
1132,570372.1517,1499747.381,outside_bhadra,1
1133,570372.1517,1499167.381,outside_bhadra,1
1134,570372.1517,1498587.381,outside_bhadra,1
1135,570372.1517,1498007.381,outside_bhadra,1
1136,570372.1517,1480607.381,outside_bhadra,1
1137,570372.1517,1480027.381,outside_bhadra,1
1138,570372.1517,1479447.381,outside_bhadra,1
1139,570372.1517,1478867.381,outside_bhadra,1
1140,570372.1517,1474227.381,outside_bhadra,1
1141,570372.1517,1473647.381,outside_bhadra,1
1142,570372.1517,1473067.381,outside_bhadra,1
1143,570952.1517,1527007.381,outside_bhadra,1
1144,570952.1517,1526427.381,outside_bhadra,1
1145,570952.1517,1525847.381,outside_bhadra,1
1146,570952.1517,1525267.381,outside_bhadra,1
1147,570952.1517,1524687.381,outside_bhadra,1
1148,570952.1517,1513087.381,outside_bhadra,1
1149,570952.1517,1512507.381,outside_bhadra,1
1150,570952.1517,1511927.381,outside_bhadra,1
1151,570952.1517,1511347.381,outside_bhadra,1
1152,570952.1517,1501487.381,outside_bhadra,1
1153,570952.1517,1500907.381,outside_bhadra,1
1154,570952.1517,1500327.381,outside_bhadra,1
1155,570952.1517,1499747.381,outside_bhadra,1
